Date,Account,Category,Amount,Type,Payee,Clear
1/15/2018,Active Duty Checking,Mortgage Payment,120,expense,Surrey Meadows HOA,Yes
11/28/2018,Chase Sapphire Reserve,Entertainment,119,expense,Australia Zoo,Yes
12/24/2017,Chase Freedom Unlimited,Entertainment,119,income,Stubhub,Yes
4/14/2018,Chase Freedom Unlimited,Clothing,118.04,expense,Amazon,Yes
4/20/2018,Chase Freedom Unlimited,Clothing,118.01,income,Amazon,Yes
4/2/2018,Chase Freedom Unlimited,Pets,116.5,expense,Brentwood,Yes
2/18/2018,Chase Freedom Unlimited,Groceries,115.15,expense,Grand Asia,Yes
4/8/2018,Chase Freedom Unlimited,Entertainment,112.88,expense,Xtreme,Yes
3/27/2018,Chase Sapphire Reserve,Entertainment,111.92,expense,Makro,Yes
10/6/2018,Chase Sapphire Reserve,Dining,111.78,expense,Ginko,Yes
11/18/2018,Active Duty Checking,Gifts,110,expense,Pay Pal,Yes
12/15/2017,Chase Freedom Unlimited,Health & Fitness,110,expense,YMCA,Yes
3/24/2018,Chase Sapphire Reserve,Dining,109.22,expense,Sushi Martini,Yes
4/26/2018,Chase Freedom Unlimited,Health & Fitness,109,expense,Lab,Yes
1/8/2019,Chase Freedom Unlimited,Groceries,108.13,expense,Harris Teeter,Yes
12/30/2018,Chase Sapphire Reserve,Dining,106.42,expense,Kohana,Yes
3/15/2018,Chase Sapphire Reserve,Travel,106.31,expense,Avis,Yes
1/14/2018,Chase Freedom Unlimited,Groceries,105.38,expense,Costco,Yes
9/19/2018,Chase Freedom Unlimited,Home Repair,104.63,expense,Lowe,Yes
11/10/2018,Chase Freedom Unlimited,Groceries,104.32,expense,Grand Asia,Yes
12/2/2018,Chase Freedom Unlimited,Clothing,103.5,expense,Ridge Wallet,Yes
1/7/2018,Chase Freedom Unlimited,Groceries,102.79,expense,Costco,Yes
2/10/2018,Chase Freedom Unlimited,Groceries,100.63,expense,Costco,Yes
6/16/2018,Chase Sapphire Reserve,Dining,100.34,expense,Kabab And Curry,Yes
8/11/2018,Chase Freedom Unlimited,Dining,100,expense,Arthritis Foundation,Yes
6/29/2018,Chase Sapphire Reserve,Dining,100,expense,Peadens,Yes
1/20/2018,Active Duty Checking,Gifts,100,expense,Pay Pal,Yes
5/17/2018,Chase Freedom Unlimited,Internet Exp,99.95,expense,Express VPN,Yes
12/24/2017,Chase Sapphire Reserve,Not Sure,99.35,expense,West 57,Yes
2/25/2018,Chase Freedom Unlimited,Entertainment,97.19,expense,Regis Salon,Yes
5/7/2018,Chase Freedom Unlimited,Groceries,95.72,expense,Costco,Yes
12/23/2018,Chase Freedom Unlimited,Groceries,95.57,expense,Costco,Yes
5/20/2018,Chase Freedom Unlimited,Groceries,94.12,expense,Costco,Yes
2/19/2018,Chase Freedom Unlimited,Groceries,91.59,expense,Costco,Yes
12/23/2017,Chase Sapphire Reserve,Dining,91.46,expense,Minus 5,Yes
7/2/2018,Chase Freedom Unlimited,Home Repair,89.32,expense,Target,Yes
4/2/2018,Active Duty Checking,Cash,89.09,expense,ATM,Yes
12/18/2018,Chase Sapphire Reserve,Entertainment,89,expense,CME Online,Yes
11/6/2018,Chase Freedom Unlimited,Auto,88.7,expense,Lee Nissan,Yes
4/11/2018,Chase Freedom Unlimited,Entertainment,88.56,expense,Ross,Yes
7/9/2018,Chase Freedom Unlimited,Groceries,88.15,expense,Costco,Yes
4/4/2018,Chase Freedom Unlimited,Entertainment,88.06,expense,Steam,Yes
12/24/2018,Chase Sapphire Reserve,Dining,87.65,expense,Driftwood,Yes
12/15/2017,Chase Freedom Unlimited,Groceries,87.18,expense,Grand Asia,Yes
1/13/2019,Chase Freedom Unlimited,Groceries,86.86,expense,Costco,Yes
6/10/2018,Chase Sapphire Reserve,Dining,86,expense,La Rancherita,Yes
12/2/2018,Chase Freedom Unlimited,Misc,85.8,expense,Atrium Cary,Yes
12/16/2018,Active Duty Checking,,85.44,transfer,,Yes
12/29/2017,Chase Freedom Unlimited,Groceries,85.28,expense,Costco,Yes
12/27/2018,Chase Freedom Unlimited,Entertainment,85.14,expense,Stream,Yes
12/2/2018,Chase Freedom Unlimited,Auto,84,expense,Rdu,Yes
12/27/2017,Chase Freedom Unlimited,Clothing,81.95,expense,Amazon,Yes
7/23/2018,Active Duty Checking,Bonus,80,income,Deposit,Yes
1/21/2019,Chase Freedom Unlimited,Groceries,78.7,expense,Grand Asia,No
9/17/2018,Chase Sapphire Reserve,Dining,78.36,expense,Szechuan Taste,Yes
1/5/2019,Chase Freedom Unlimited,Groceries,78.1,expense,Costco,Yes
1/15/2019,Chase Freedom Unlimited,Education,77,expense,Wake Tech,Yes
12/15/2018,Chase Sapphire Reserve,Dining,76.77,expense,Kirin Court,Yes
3/15/2018,Chase Sapphire Reserve,Not Sure,76.73,expense,Kragga Kamma,Yes
7/7/2018,Chase Freedom Unlimited,Health & Fitness,76.62,expense,Tony Moly,Yes
7/16/2018,Chase Freedom Unlimited,Clothing,75.97,expense,Amazon,Yes
11/1/2018,Chase Sapphire Reserve,Bankcharge,75,expense,Chase Sapphire,Yes
4/15/2018,Chase Sapphire Reserve,Dining,75,expense,Silk Road,Yes
1/17/2018,Chase Freedom Unlimited,Home Repair,75,expense,Bills Plumbing,Yes
1/15/2018,Chase Freedom Unlimited,Home Repair,75,expense,Sears,Yes
10/28/2018,Chase Freedom Unlimited,Groceries,74.93,expense,Costco,Yes
12/10/2017,Chase Sapphire Reserve,Dining,74.22,expense,La Rancherita,Yes
1/21/2018,Chase Freedom Unlimited,Groceries,73.67,expense,Costco,Yes
11/6/2018,Chase Sapphire Reserve,Entertainment,72.86,expense,Australia Zoo,Yes
7/15/2018,Chase Freedom Unlimited,Home Repair,72.84,expense,Home Depot,Yes
5/20/2018,Chase Sapphire Reserve,Dining,72.61,expense,Tupelo Honey,Yes
7/14/2018,Chase Sapphire Reserve,Dining,72.47,expense,Orchid,Yes
9/9/2018,Chase Sapphire Reserve,Dining,72.37,expense,La Rancherita,Yes
12/20/2018,Chase Sapphire Reserve,Dining,72.11,expense,Nozawa Sushi,Yes
6/17/2018,Chase Freedom Unlimited,Entertainment,72,expense,Eagle 1,Yes
8/9/2018,Chase Freedom Unlimited,Entertainment,70.48,expense,Steam,Yes
8/13/2018,Chase Freedom Unlimited,Not Sure,70,expense,Wake Tech,Yes
12/13/2017,Chase Freedom Unlimited,Clothing,69.93,expense,Amazon,Yes
3/8/2018,Chase Freedom Unlimited,Clothing,69.53,expense,General Jackson,Yes
8/25/2018,Chase Freedom Unlimited,Entertainment,69,expense,Massage Luxe,Yes
8/25/2018,Chase Freedom Unlimited,Entertainment,69,expense,Massage Luxe,Yes
12/10/2017,Chase Freedom Unlimited,Groceries,68.86,expense,Trader Joes,Yes
9/21/2018,Chase Sapphire Reserve,Dining,68.74,expense,La Rancherita,Yes
3/10/2018,Chase Sapphire Reserve,Dining,68,expense,Silk Road,Yes
2/28/2018,Chase Freedom Unlimited,Groceries,67.89,expense,Walmart,Yes
7/12/2018,Chase Freedom Unlimited,Entertainment,67.17,expense,Ross,Yes
6/24/2018,Chase Sapphire Reserve,Dining,67,expense,Silk Road,Yes
11/29/2018,Chase Sapphire Reserve,Dining,66.58,expense,Maru,Yes
6/23/2018,Chase Sapphire Reserve,Dining,66.29,expense,Orchid,Yes
1/19/2019,Chase Freedom Unlimited,Utilities:Internet,65.99,expense,Spectrum,No
12/16/2018,Chase Freedom Unlimited,Utilities:Internet,65.99,expense,Spectrum,Yes
11/18/2018,Chase Freedom Unlimited,Utilities:Internet,65.99,expense,Spectrum,Yes
10/27/2018,Chase Sapphire Reserve,Dining,65.52,expense,Orchid,Yes
4/8/2018,Chase Sapphire Reserve,Dining,65.52,expense,Orchid,Yes
1/12/2018,Chase Sapphire Reserve,Dining,65.52,expense,Orchid,Yes
12/23/2017,Chase Freedom Unlimited,Entertainment,65.32,expense,Nyc Gel Candles,Yes
3/18/2018,Chase Sapphire Reserve,Dining,65,expense,Orchid,Yes
2/10/2018,Chase Sapphire Reserve,Dining,65,expense,Orchid,Yes
11/4/2018,Chase Freedom Unlimited,Internet Exp,64.99,expense,TWC,Yes
9/30/2018,Chase Freedom Unlimited,Utilities:Internet,64.99,expense,Spectrum,Yes
8/26/2018,Chase Freedom Unlimited,Utilities:Internet,64.99,expense,Spectrum,Yes
7/14/2018,Chase Freedom Unlimited,Utilities:Internet,64.99,expense,Spectrum,Yes
6/18/2018,Chase Freedom Unlimited,Internet Exp,64.99,expense,TWC,Yes
5/21/2018,Chase Freedom Unlimited,Utilities:Internet,64.99,expense,Spectrum,Yes
4/25/2018,Chase Freedom Unlimited,Utilities:Internet,64.99,expense,Spectrum,Yes
3/15/2018,Chase Freedom Unlimited,Utilities:Internet,64.99,expense,Spectrum,Yes
3/5/2018,Chase Freedom Unlimited,Utilities:Internet,64.99,expense,Spectrum,Yes
1/29/2018,Chase Freedom Unlimited,Internet Exp,64.99,expense,TWC,Yes
12/19/2017,Chase Freedom Unlimited,Utilities:Internet,64.99,expense,Spectrum,Yes
8/11/2018,Chase Sapphire Reserve,Dining,64.68,expense,Orchid,Yes
1/27/2018,Chase Sapphire Reserve,Dining,64.68,expense,Orchid,Yes
1/22/2019,Chase Sapphire Reserve,Dining,64.61,expense,Orchid,No
10/14/2018,Chase Sapphire Reserve,Dining,64.61,expense,Orchid,Yes
12/29/2017,Chase Sapphire Reserve,Dining,64.61,expense,Orchid,Yes
11/18/2018,Chase Sapphire Reserve,Dining,64.6,expense,Orchid,Yes
6/2/2018,Chase Sapphire Reserve,Dining,64.6,expense,Orchid,Yes
5/12/2018,Chase Sapphire Reserve,Dining,64.6,expense,Orchid,Yes
4/29/2018,Chase Freedom Unlimited,Home Repair,64.43,expense,Target,Yes
12/9/2018,Chase Freedom Unlimited,Pets,64.2,expense,Rover,Yes
3/20/2018,Chase Freedom Unlimited,Pets,64.2,expense,Rover,Yes
6/29/2018,Chase Freedom Unlimited,Clothing,64.18,expense,Ulta,Yes
5/18/2018,Chase Sapphire Reserve,Not Sure,64.12,expense,Consolidation,Yes
7/1/2018,Chase Freedom Unlimited,Entertainment,64.05,expense,Sephora,Yes
8/26/2018,Chase Sapphire Reserve,Dining,64,expense,Orchid,Yes
12/29/2017,Chase Freedom Unlimited,Groceries,62.91,expense,Grand Asia,Yes
7/20/2018,Chase Sapphire Reserve,Dining,60.98,expense,Oh My Sangpal,Yes
11/29/2018,Chase Sapphire Reserve,Entertainment,60.73,expense,Cumulus,Yes
1/1/2019,Chase Freedom Unlimited,Gifts,60.7,expense,Edible Arrangements,Yes
11/20/2018,Chase Freedom Unlimited,Pets,60.46,expense,Petsmart,Yes
10/28/2018,Chase Sapphire Reserve,Dining,60.27,expense,East Coast Asian Bistro,Yes
5/26/2018,Chase Freedom Unlimited,Entertainment,60.2,expense,Xtreme,Yes
1/22/2019,Chase Freedom Unlimited,Clothing,60,expense,Alterego,No
11/6/2018,Active Duty Checking,Auto,60,expense,Hagens Detail,Yes
8/21/2018,Chase Sapphire Reserve,Dining,60,expense,Mi Casita,Yes
4/13/2018,Active Duty Checking,Cash,60,expense,ATM,Yes
4/2/2018,Chase Freedom Unlimited,Auto,60,expense,Parking,Yes
10/11/2018,Chase Freedom Unlimited,Dining,59.99,expense,Blizzard,Yes
9/16/2018,Chase Freedom Unlimited,Dining,59.99,expense,Blizzard,Yes
9/13/2018,Chase Freedom Unlimited,Dining,59.99,expense,Blizzard,Yes
5/8/2018,Chase Freedom Unlimited,Clothing,59.94,expense,Amazon,Yes
9/15/2018,Chase Freedom Unlimited,Groceries,59.2,expense,Harris Teeter,Yes
8/22/2018,Chase Freedom Unlimited,Clothing,58.22,expense,Amazon,Yes
9/7/2018,Chase Sapphire Reserve,Dining,58,expense,Kobe,Yes
8/12/2018,Chase Sapphire Reserve,Dining,58,expense,What The Pho,Yes
12/1/2018,Chase Freedom Unlimited,Education,57.98,expense,Udemy,Yes
3/3/2018,Chase Freedom Unlimited,Entertainment,57.89,expense,Black Ops,Yes
1/4/2019,Chase Freedom Unlimited,Entertainment,57.66,expense,Sephora,Yes
6/4/2018,Chase Freedom Unlimited,Groceries,57.61,expense,H Mart,Yes
12/22/2017,Chase Sapphire Reserve,Not Sure,57.39,expense,BJ,Yes
3/17/2018,Chase Freedom Unlimited,Entertainment,57.36,expense,Hematoma Paintball,Yes
9/10/2018,Chase Freedom Unlimited,Home Repair,56.7,expense,Target,Yes
1/2/2018,Chase Freedom Unlimited,Clothing,56.66,expense,Amazon,Yes
2/2/2018,Chase Freedom Unlimited,Groceries,56.15,expense,Grand Asia,Yes
1/1/2019,Chase Sapphire Reserve,Dining,55.79,expense,Texas Roadhouse,Yes
5/9/2018,Chase Freedom Unlimited,Auto:Gas,55.55,expense,Speedway,Yes
6/13/2018,Chase Freedom Unlimited,Groceries,55.05,expense,Harris Teeter,Yes
8/27/2018,Chase Freedom Unlimited,Auto,55,expense,Tarheel,Yes
6/17/2018,Chase Sapphire Reserve,Dining,55,expense,Raleigh Beer Garden,Yes
5/5/2018,Chase Freedom Unlimited,Auto:Gas,54.95,expense,Speedway,Yes
10/16/2018,Chase Freedom Unlimited,Auto:Gas,54.65,expense,Exxon,Yes
1/29/2018,Chase Freedom Unlimited,Pets,54.57,expense,Rover,Yes
12/20/2017,Chase Freedom Unlimited,Auto,54.47,expense,North Carolina Turnpike,Yes
6/22/2018,Chase Freedom Unlimited,Home Repair,54.46,expense,Target,Yes
3/27/2018,Chase Sapphire Reserve,Dining,54.32,expense,Carnivore,Yes
7/9/2018,Chase Freedom Unlimited,Entertainment,54,expense,Tripadvisor,Yes
5/30/2018,Chase Sapphire Reserve,Dining,53.91,expense,Daniels ,Yes
8/18/2018,Chase Freedom Unlimited,Auto:Gas,53.81,expense,Shell,Yes
12/8/2018,Chase Sapphire Reserve,Dining,53.53,expense,Alamo Draft House,Yes
4/18/2018,Chase Freedom Unlimited,Auto:Gas,53.5,expense,Marathon,Yes
8/23/2018,Chase Freedom Unlimited,Auto:Gas,53.48,expense,Shell,Yes
3/21/2018,Chase Freedom Unlimited,Clothing,53.38,expense,Maui Jim,Yes
1/12/2018,Chase Freedom Unlimited,Home Repair,53.36,expense,Lowe,Yes
11/27/2018,Chase Sapphire Reserve,Dining,53.34,expense,Sushi Edo,Yes
5/15/2018,Chase Freedom Unlimited,Auto:Gas,53.31,expense,Shell,Yes
1/2/2019,Chase Sapphire Reserve,Dining,53.02,expense,Red Gingee,Yes
12/25/2017,Chase Freedom Unlimited,Dining,52.54,expense,Tenren,Yes
6/24/2018,Chase Freedom Unlimited,Groceries,52.27,expense,Trader Joes,Yes
11/9/2018,Chase Freedom Unlimited,Auto:Gas,52.24,expense,Shell,Yes
4/12/2018,Chase Sapphire Reserve,Dining,52.08,expense,Sam Jones,Yes
9/9/2018,Chase Freedom Unlimited,Auto:Gas,51.96,expense,Marathon,Yes
7/17/2018,Chase Freedom Unlimited,Auto:Gas,51.85,expense,Shell,Yes
10/19/2018,Chase Freedom Unlimited,Auto:Gas,51.84,expense,Circle K,Yes
3/3/2018,Chase Sapphire Reserve,Dining,51.8,expense,Texas Roadhouse,Yes
12/28/2018,Chase Freedom Unlimited,Entertainment,51.62,expense,Nintendo,Yes
11/29/2018,Chase Sapphire Reserve,Dining,51.58,expense,Din Tai Fung,Yes
11/5/2018,Chase Freedom Unlimited,Auto:Gas,51.36,expense,BP,Yes
12/6/2018,Chase Freedom Unlimited,Entertainment,51.23,expense,Amazon,Yes
10/4/2018,Chase Freedom Unlimited,Entertainment,51.23,expense,Amazon,Yes
7/20/2018,Chase Sapphire Reserve,Dining,51.17,expense,Metro Diner,Yes
8/31/2018,Chase Sapphire Reserve,Dining,51.1,expense,Topo,Yes
3/14/2018,Chase Sapphire Reserve,Dining,51.08,expense,Sam Jones,Yes
11/24/2018,Chase Sapphire Reserve,Dining,51.02,expense,Oyster Bar,Yes
8/13/2018,Chase Freedom Unlimited,Clothing,51.01,expense,Amazon,Yes
2/14/2018,Chase Sapphire Reserve,Dining,51.01,expense,Sam Jones,Yes
12/23/2018,Chase Sapphire Reserve,Dining,51,expense,La Rancherita,Yes
11/16/2018,Chase Sapphire Reserve,Dining,50.98,expense,La Rancherita,Yes
7/5/2018,Chase Freedom Unlimited,Auto:Gas,50.91,expense,Speedway,Yes
11/27/2018,Chase Sapphire Reserve,Dining,50.52,expense,Reef Hotel,Yes
12/15/2018,Chase Sapphire Reserve,Dining,50.42,expense,Texas Roadhouse,Yes
6/9/2018,Chase Freedom Unlimited,Pets,50.31,expense,Pet Supplies,Yes
3/31/2018,Chase Sapphire Reserve,Auto:Gas,50.24,expense,Green Acres,Yes
11/20/2018,Active Duty Checking,Auto,50,income,USAA,Yes
7/27/2018,Active Duty Checking,Dining,50,expense,Tina ,Yes
7/7/2018,Chase Sapphire Reserve,Dining,50,expense,Chuy,Yes
7/7/2018,Chase Freedom Unlimited,Entertainment,50,expense,Frankie,Yes
6/9/2018,Chase Freedom Unlimited,Groceries,49.62,expense,Costco,Yes
8/14/2018,Chase Freedom Unlimited,Auto:Gas,49.52,expense,Shell,Yes
2/6/2018,Chase Freedom Unlimited,Auto:Gas,49.52,expense,Shell,Yes
9/23/2018,Chase Freedom Unlimited,Auto:Gas,49.39,expense,Shell,Yes
5/6/2018,Chase Sapphire Reserve,Dining,49.27,expense,La Rancherita,Yes
12/19/2018,Chase Sapphire Reserve,Dining,49.12,expense,Red Lion,Yes
7/8/2018,Chase Sapphire Reserve,Entertainment,49.02,expense,Ass Clown,Yes
4/14/2018,Chase Freedom Unlimited,Entertainment,49.02,expense,Exchange,Yes
10/29/2018,Chase Freedom Unlimited,Auto:Gas,48.91,expense,Speedway,Yes
11/18/2018,Chase Freedom Unlimited,Auto:Gas,48.79,expense,Shell,Yes
3/12/2018,Chase Freedom Unlimited,Auto:Gas,48.59,expense,Marathon,Yes
7/23/2018,Chase Freedom Unlimited,Auto:Gas,48.57,expense,BP,Yes
11/12/2018,Chase Freedom Unlimited,Auto:Gas,48.51,expense,Shell,Yes
8/8/2018,Chase Freedom Unlimited,Auto:Gas,48.47,expense,Shell,Yes
8/4/2018,Chase Freedom Unlimited,Auto:Gas,48.33,expense,BP,Yes
7/12/2018,Chase Freedom Unlimited,Auto:Gas,48.27,expense,Circle K,Yes
10/4/2018,Chase Freedom Unlimited,Auto:Gas,48.19,expense,Shell,Yes
9/4/2018,Chase Freedom Unlimited,Auto:Gas,48.15,expense,Circle K,Yes
6/30/2018,Chase Freedom Unlimited,Entertainment,48.15,expense,Black Ops,Yes
5/5/2018,Chase Freedom Unlimited,Entertainment,48.15,expense,Black Ops,Yes
4/7/2018,Chase Freedom Unlimited,Entertainment,48.15,expense,Black Ops,Yes
4/21/2018,Chase Freedom Unlimited,Entertainment,48.12,expense,Black Ops,Yes
6/6/2018,Chase Freedom Unlimited,Auto,48.04,expense,Tesla,Yes
4/20/2018,Chase Freedom Unlimited,Clothing,48.04,expense,Dunham,Yes
12/19/2017,Chase Freedom Unlimited,Home Repair,48.01,expense,Target,Yes
7/21/2018,Chase Sapphire Reserve,Dining,48,expense,Sushi Osawa,Yes
5/27/2018,Chase Freedom Unlimited,Groceries,47.99,expense,Harris Teeter,Yes
1/1/2018,Chase Sapphire Reserve,Dining,47.83,expense,La Rancherita,Yes
1/24/2019,Chase Sapphire Reserve,Dining,47.69,expense,Sam Jones,No
12/6/2018,Chase Freedom Unlimited,Auto:Gas,47.65,expense,Speedway,Yes
12/20/2017,Chase Freedom Unlimited,Auto:Gas,47.56,expense,Speedway,Yes
4/7/2018,Chase Freedom Unlimited,Auto:Gas,47.49,expense,Speedway,Yes
11/18/2018,Chase Freedom Unlimited,Entertainment,47.44,expense,Ross,Yes
8/30/2018,Chase Freedom Unlimited,Auto:Gas,47.41,expense,Speedway,Yes
3/19/2018,Chase Freedom Unlimited,Auto:Gas,47.1,expense,Speedway,Yes
8/4/2018,Chase Sapphire Reserve,Dining,47.08,expense,Sam Jones,Yes
11/29/2018,Chase Freedom Unlimited,Entertainment,46.99,expense,Amazon,Yes
5/2/2018,Chase Freedom Unlimited,Groceries,46.95,expense,Harris Teeter,Yes
3/5/2018,Chase Freedom Unlimited,Auto:Gas,46.91,expense,Speedway,Yes
4/27/2018,Chase Freedom Unlimited,Home Repair,46.85,expense,Home Depot,Yes
12/17/2018,Chase Freedom Unlimited,Auto:Gas,46.84,expense,Conoco,Yes
3/28/2018,Chase Sapphire Reserve,Gifts,46.78,expense,Matyholweni,Yes
8/9/2018,Chase Freedom Unlimited,Home Repair,46.64,expense,Target,Yes
4/13/2018,Chase Freedom Unlimited,Auto:Gas,46.57,expense,Speedway,Yes
9/10/2018,Chase Freedom Unlimited,Groceries,46.45,expense,Walmart,Yes
10/21/2018,Chase Freedom Unlimited,Groceries,46.08,expense,Costco,Yes
10/7/2018,Chase Sapphire Reserve,Dining,45.77,expense,The Winery At Wolf Creek,Yes
4/28/2018,Chase Freedom Unlimited,Auto:Gas,45.67,expense,Shell,Yes
12/7/2017,Chase Freedom Unlimited,Auto:Gas,45.66,expense,Shell,Yes
6/9/2018,Chase Sapphire Reserve,Dining,45.6,expense,Sixth Engine,Yes
12/26/2017,Chase Sapphire Reserve,Dining,45.46,expense,Oasis,Yes
10/6/2018,Chase Sapphire Reserve,Dining,45.44,expense,The Black Pig,Yes
12/12/2017,Chase Freedom Unlimited,Auto:Gas,45.39,expense,Speedway,Yes
2/12/2018,Chase Freedom Unlimited,Auto:Gas,45.37,expense,Speedway,Yes
12/16/2017,Chase Freedom Unlimited,Auto:Gas,45.28,expense,Circle K,Yes
12/21/2018,Chase Freedom Unlimited,Gifts,45.21,expense,Body Shop,Yes
10/10/2018,Chase Freedom Unlimited,Auto:Gas,45.19,expense,Shell,Yes
2/28/2018,Chase Freedom Unlimited,Auto:Gas,45.19,expense,BP,Yes
7/26/2018,Chase Freedom Unlimited,Auto:Gas,45.08,expense,Shell,Yes
4/15/2018,Chase Freedom Unlimited,Auto:Gas,45.03,expense,Scotchman,Yes
1/21/2019,Chase Freedom Unlimited,Medical,45,expense,Carolina Optometry Association,No
9/29/2018,Chase Freedom Unlimited,Auto:Gas,44.93,expense,Speedway,Yes
6/18/2018,Chase Freedom Unlimited,Groceries,44.83,expense,Costco,Yes
7/23/2018,Chase Freedom Unlimited,Entertainment,44.82,expense,Regis Salon,Yes
12/9/2017,Chase Freedom Unlimited,Entertainment,44.82,income,Origin,Yes
12/7/2017,Chase Freedom Unlimited,Entertainment,44.82,expense,Origin,Yes
1/15/2019,Active Duty Checking,Insurance,44.7,expense,New York Life,Yes
12/15/2018,Active Duty Checking,Insurance,44.7,expense,New York Life,Yes
11/15/2018,Active Duty Checking,Insurance,44.7,expense,New York Life,Yes
10/15/2018,Active Duty Checking,Insurance,44.7,expense,New York Life,Yes
9/15/2018,Active Duty Checking,Insurance,44.7,expense,New York Life,Yes
8/15/2018,Active Duty Checking,Insurance,44.7,expense,New York Life,Yes
7/15/2018,Active Duty Checking,Insurance,44.7,expense,New York Life,Yes
6/15/2018,Active Duty Checking,Insurance,44.7,expense,New York Life,Yes
5/15/2018,Active Duty Checking,Insurance,44.7,expense,New York Life,Yes
4/15/2018,Active Duty Checking,Insurance,44.7,expense,New York Life,Yes
3/15/2018,Active Duty Checking,Insurance,44.7,expense,New York Life,Yes
2/15/2018,Active Duty Checking,Insurance,44.7,expense,New York Life,Yes
1/15/2018,Active Duty Checking,Insurance,44.7,expense,New York Life,Yes
12/15/2017,Active Duty Checking,Insurance,44.7,expense,New York Life,Yes
5/24/2018,Chase Freedom Unlimited,Auto:Gas,44.57,expense,Shell,Yes
4/27/2018,Chase Sapphire Reserve,Dining,44.36,expense,La Rancherita,Yes
12/8/2018,Chase Freedom Unlimited,Groceries,44.25,expense,Trader Joes,Yes
7/16/2018,Chase Freedom Unlimited,Clothing,43.87,expense,Amazon,Yes
9/29/2018,Chase Sapphire Reserve,Dining,43.69,expense,Yamato Japanese,Yes
10/23/2018,Chase Freedom Unlimited,Auto:Gas,43.59,expense,BP,Yes
12/9/2018,Chase Freedom Unlimited,Entertainment,43.57,expense,Amazon,Yes
10/25/2018,Chase Sapphire Reserve,Dining,43.51,expense,La Rancherita,Yes
12/10/2017,Chase Freedom Unlimited,Pets,43.48,expense,Pet Supplies,Yes
10/20/2018,Chase Freedom Unlimited,Groceries,43.28,expense,Trader Joes,Yes
1/11/2018,Chase Freedom Unlimited,Auto:Gas,43.28,expense,Shell,Yes
1/28/2018,Chase Freedom Unlimited,Home Repair,43.26,expense,Target,Yes
3/27/2018,Chase Sapphire Reserve,Travel,43.11,expense,Hilton Hotel,Yes
3/20/2018,Chase Sapphire Reserve,Dining,43,expense,Wild Thangz,Yes
1/7/2018,Chase Freedom Unlimited,Internet Exp,42.69,expense,Safe365,Yes
10/5/2018,Chase Freedom Unlimited,Pets,42.68,expense,Petsmart,Yes
3/23/2018,Chase Freedom Unlimited,Pets,42.65,expense,Petsmart,Yes
6/1/2018,Chase Sapphire Reserve,Dining,42.58,expense,La Rancherita,Yes
12/3/2017,Chase Sapphire Reserve,Dining,42.55,expense,Ephesus,Yes
12/11/2018,Chase Freedom Unlimited,Auto:Gas,42.38,expense,Shell,Yes
11/16/2018,Chase Sapphire Reserve,Dining,42,expense,Nona Sushi,Yes
3/10/2018,Chase Freedom Unlimited,Pets,41.78,expense,Phydeaux,Yes
4/23/2018,Chase Freedom Unlimited,Auto:Gas,41.69,expense,Shell,Yes
12/24/2017,Chase Freedom Unlimited,Clothing,41.63,expense,Arc£¡@££?£¥¡­¡­&teryx,Yes
1/10/2019,Chase Freedom Unlimited,Auto:Gas,41.53,expense,Speedway,Yes
6/14/2018,Chase Freedom Unlimited,Auto:Gas,41.39,expense,Shell,Yes
6/27/2018,Chase Freedom Unlimited,Auto:Gas,41.16,expense,Shell,Yes
1/6/2018,Chase Freedom Unlimited,Auto:Gas,41.07,expense,Speedway,Yes
4/13/2018,Chase Sapphire Reserve,Dining,41,expense,Waffle House,Yes
1/21/2018,Chase Freedom Unlimited,Groceries,40.67,expense,Grand Asia,Yes
1/23/2018,Chase Freedom Unlimited,Auto:Gas,40.56,expense,Speedway,Yes
2/21/2018,Chase Freedom Unlimited,Auto:Gas,40.38,expense,Shell,Yes
12/30/2018,Chase Freedom Unlimited,Entertainment,40,expense,City Forum,Yes
12/10/2018,Chase Freedom Unlimited,Auto,40,expense,DMV,Yes
11/28/2018,Active Duty Checking,Gifts,40,expense,Pay Pal,Yes
11/18/2018,Chase Freedom Unlimited,Auto,40,expense,Nc Quickpass,Yes
10/24/2018,Chase Sapphire Reserve,Dining,40,expense,Nona Sushi,Yes
5/20/2018,Active Duty Checking,Cash,40,expense,ATM,Yes
2/17/2018,Chase Sapphire Reserve,Dining,40,expense,La Rancherita,Yes
1/28/2018,Chase Freedom Unlimited,Auto:Gas,40,expense,Marathon,Yes
12/23/2017,Chase Sapphire Reserve,Dining,40,expense,Stage Coach,Yes
9/11/2018,Chase Freedom Unlimited,Pets,39.99,expense,Petsmart,Yes
1/13/2019,Chase Sapphire Reserve,Dining,39.8,expense,Rockin Rolls Sushi,Yes
7/29/2018,Chase Freedom Unlimited,Groceries,39.63,expense,Trader Joes,Yes
11/27/2018,Chase Sapphire Reserve,Dining,39.61,expense,Marina Tavern,Yes
12/10/2018,Chase Freedom Unlimited,Auto:Gas,39.54,expense,Shell,Yes
6/3/2018,Chase Sapphire Reserve,Dining,39.38,expense,Sam Jones,Yes
12/27/2017,Chase Freedom Unlimited,Pets,39.27,expense,Petsmart,Yes
10/29/2018,Chase Freedom Unlimited,Home Repair,39.23,expense,Target,Yes
8/1/2018,Active Duty Checking,Health & Fitness,39.06,expense,Planet Fitness,Yes
