,purch_amt,gender,card_on_file,age,days_since_last_purch,loyalty
15689,9.47,male,no,16,37,0
15690,70.01,male,yes,32,50,1
15691,39.96,male,yes,11,71,0
15692,38.61,female,yes,29,61,0
15693,56.36,female,no,41,46,0
15694,58.4,male,yes,38,71,0
15695,46.4,female,yes,27,85,0
15696,68.89,male,no,26,50,1
15697,18.36,female,yes,37,68,0
15698,42.51,male,yes,22,39,1
15699,13.71,male,yes,21,60,0
15700,42.15,male,no,22,35,1
15701,48.46,female,yes,34,81,0
15702,58.09,female,yes,23,77,0
15703,37.56,male,no,9,73,0
15704,19.91,male,no,16,61,0
15705,23.12,female,no,14,64,0
15706,31.76,male,no,17,44,0
15707,17.65,male,no,33,76,0
15708,62.77,male,yes,35,42,0
15709,73.22,female,yes,29,19,1
15710,35.06,female,yes,42,80,0
15711,49.46,male,no,16,42,1
15712,62.1,female,yes,34,47,0
15713,48.27,female,yes,25,63,0
15714,31.23,male,yes,33,55,0
15715,36.54,female,yes,35,51,1
15716,17.72,female,no,29,74,0
15717,16.55,male,yes,37,58,0
15718,46.3,male,yes,19,32,1
15719,81.53,female,yes,7,36,0
15720,35.27,male,no,38,29,0
15721,31.72,male,yes,35,71,0
15722,20.53,female,no,21,60,0
15723,64.23,male,yes,27,61,0
15724,19.17,female,no,9,49,0
15725,50.69,male,yes,26,11,1
15726,38.85,female,yes,33,72,0
15727,62.12,female,yes,27,82,0
15728,46.49,female,no,33,37,0
15729,21.3,female,no,38,62,0
15730,49.98,male,no,31,89,0
15731,53.53,male,yes,33,71,0
15732,51.92,male,yes,37,55,0
15733,43.52,female,yes,9,59,0
15734,65.46,male,no,36,67,0
15735,40.18,male,yes,16,51,0
15736,34.03,female,no,17,33,0
15737,29.62,female,yes,28,28,0
15738,9.91,female,yes,38,61,0
15739,29.33,male,yes,36,38,1
15740,58.17,female,yes,34,69,0
15741,-1.96,female,yes,40,58,0
15742,24.45,female,yes,16,44,0
15743,30.26,male,yes,6,74,0
15744,49.75,female,yes,13,63,0
15745,67.44,male,yes,32,70,0
15746,48.75,male,yes,14,54,0
15747,68.34,female,no,34,36,1
15748,36.46,female,yes,3,33,0
15749,65.87,female,no,34,64,0
15750,15.66,female,yes,11,69,0
15751,68.22,female,no,29,39,1
15752,34.15,male,no,23,57,0
15753,28.63,male,yes,19,59,0
15754,22.41,female,yes,20,63,0
15755,30.9,male,no,37,52,0
15756,40.28,female,no,30,48,1
15757,49.33,male,no,22,60,0
15758,53.88,female,no,33,18,1
15759,36.59,male,no,39,57,0
15760,15.35,female,yes,33,62,0
15761,18.51,male,no,28,59,0
15762,7.89,female,no,21,62,0
15763,46.71,male,yes,22,59,0
15764,38.76,female,no,27,45,0
15765,52.26,female,no,9,47,0
15766,-0.28,female,no,19,75,0
15767,27.63,male,no,46,43,0
15768,55.6,female,no,11,60,0
15769,18.05,male,yes,29,94,0
15770,41.6,male,yes,16,70,0
15771,46.56,female,yes,15,67,0
15772,65.85,male,yes,43,76,0
15773,77.06,female,yes,32,59,0
15774,46.94,male,yes,44,51,1
15775,52.12,female,no,35,55,0
15776,11.47,male,yes,13,52,0
15777,28.9,female,no,24,47,0
15778,37.45,female,no,38,90,0
15779,59.87,female,yes,30,65,0
15780,75.06,female,no,20,37,1
15781,70.64,male,no,32,47,0
15782,33.13,female,yes,43,54,0
15783,72.79,male,yes,5,82,0
15784,40.4,female,yes,12,56,0
15785,49.81,male,yes,21,77,0
15786,47.76,male,yes,27,45,1
15787,32.54,female,yes,16,49,0
15788,33.3,male,no,23,40,0
15789,39.85,male,no,31,35,0
15790,41.73,female,yes,22,67,0
15791,72.51,female,yes,39,32,1
15792,44.73,female,yes,8,55,0
15793,50.1,male,yes,18,75,0
15794,37.93,male,yes,42,72,0
15795,40.14,male,yes,37,81,0
15796,57.85,female,yes,34,66,0
15797,16.36,female,no,20,53,0
15798,63.26,female,no,25,61,0
15799,21.08,male,no,38,60,0
15800,60.1,male,yes,37,74,0
15801,42.54,male,no,18,51,0
15802,57.92,male,yes,27,33,1
15803,29.01,female,no,21,70,0
15804,42.73,female,no,28,56,0
15805,27.76,female,no,17,44,0
15806,12.12,female,yes,15,57,0
15807,64.93,male,no,17,70,0
15808,51.31,female,no,39,64,0
15809,42.82,female,no,10,81,0
15810,58.3,female,yes,43,79,0
15811,37.78,female,no,42,86,0
15812,47.02,female,yes,41,64,0
15813,56.92,male,no,32,53,0
15814,51.13,male,no,36,43,1
15815,26.35,male,no,7,60,0
15816,57.43,male,no,39,56,0
15817,14.63,female,yes,48,66,0
15818,48.56,male,no,15,69,0
15819,43.78,female,yes,16,73,0
15820,90.01,male,no,32,79,0
15821,61.88,female,no,22,64,0
15822,69.79,male,no,10,76,0
15823,41.8,male,yes,26,48,0
15824,54.3,male,yes,18,82,0
15825,74.71,male,yes,-6,71,0
15826,45.56,female,yes,22,55,0
15827,26.86,female,yes,18,62,0
15828,70.83,male,no,23,49,0
15829,54.37,female,yes,13,65,0
15830,60.07,male,no,26,50,1
15831,47.08,female,no,8,39,0
15832,55.49,male,yes,28,69,0
15833,71.42,male,yes,43,55,0
15834,51.86,male,no,21,47,1
15835,50.09,male,no,32,79,0
15836,52.79,female,no,46,69,0
15837,50.28,female,no,11,52,0
15838,46.53,female,no,18,48,0
15839,3.88,female,no,29,69,0
15840,68.84,female,yes,12,77,0
15841,32.14,female,yes,36,53,0
15842,66.86,male,no,33,23,1
15843,38.19,male,yes,18,63,0
15844,18.54,male,no,29,72,0
15845,39.86,male,no,15,57,1
15846,55.15,female,no,14,59,0
15847,51.82,female,yes,25,39,0
15848,34.62,male,no,22,47,0
15849,3.78,male,yes,15,48,0
15850,-0.76,female,no,32,76,0
15851,20.11,male,yes,6,43,0
15852,14.25,male,no,10,43,0
15853,45.47,male,no,27,62,0
15854,52.8,female,no,36,48,0
15855,48.64,female,no,15,67,0
15856,64.68,male,no,32,68,0
15857,33.56,female,no,37,64,0
15858,67,female,yes,8,52,0
15859,109.28,female,no,32,14,1
15860,42.74,male,yes,30,30,0
15861,44.56,female,yes,12,53,0
15862,34.68,male,no,35,55,0
15863,31.43,female,yes,33,49,1
15864,42.32,female,yes,31,54,1
15865,28.96,male,yes,22,23,1
15866,56.1,male,no,25,62,0
15867,47.91,male,yes,20,68,0
15868,9.41,female,yes,36,39,1
15869,31.6,male,no,16,51,0
15870,15.69,male,no,11,71,0
15871,41.72,female,no,31,49,1
15872,43.46,female,yes,35,44,1
15873,18.44,male,no,30,75,0
15874,-4.66,female,no,27,59,0
15875,32.05,female,no,20,72,0
15876,70.71,male,no,29,77,0
15877,22.37,male,yes,30,65,0
15878,28.81,female,no,31,50,0
15879,28.89,female,yes,16,60,0
15880,39.4,female,no,46,31,1
15881,93.75,female,no,23,40,1
15882,46.3,female,yes,40,75,0
15883,79.54,male,no,38,18,1
15884,68.84,male,yes,32,75,0
15885,6.64,male,yes,12,75,0
15886,49.25,male,no,38,61,0
15887,61.26,female,no,27,68,0
15888,42.77,male,no,9,82,0
15889,21.58,male,no,20,46,0
15890,64.42,male,no,33,85,0
15891,53.24,female,yes,16,43,0
15892,32.14,male,yes,9,65,0
15893,21.41,female,yes,18,67,0
15894,46.19,male,yes,37,42,0
15895,76.24,male,yes,28,35,1
15896,16.96,female,yes,-8,53,0
15897,67.24,male,no,29,34,0
15898,62.72,male,yes,21,55,0
15899,49.37,male,yes,14,51,0
15900,49.9,female,no,14,70,0
15901,43.07,female,yes,39,48,1
15902,12.44,female,yes,29,49,1
15903,53.92,male,no,11,67,0
15904,32.87,male,no,28,54,0
15905,53.07,female,yes,27,45,1
15906,36.33,female,no,31,63,0
15907,29.49,male,yes,29,65,0
15908,13.72,female,yes,15,54,0
15909,59.85,male,yes,42,36,1
15910,33.94,female,yes,26,45,0
15911,52.36,male,no,46,43,1
15912,0.45,female,no,20,58,0
15913,19.52,female,no,29,47,0
15914,49.64,male,yes,41,69,0
15915,35.59,female,yes,20,48,0
15916,22.44,female,no,21,56,0
15917,29.73,male,no,34,43,0
15918,43.75,male,yes,29,49,0
15919,37.56,female,yes,30,47,0
15920,19.89,male,no,30,62,0
15921,45.46,female,yes,25,44,0
15922,75.94,male,yes,27,53,1
15923,53.85,male,yes,58,34,1
15924,19.46,female,yes,27,73,0
15925,15.32,male,yes,29,77,0
15926,16.66,female,yes,37,96,0
15927,28.74,male,yes,34,49,0
15928,52.78,male,no,18,67,0
15929,50.83,female,yes,10,66,0
15930,42.45,female,yes,35,61,0
15931,54.96,male,yes,15,50,0
15932,68.28,male,yes,21,50,0
15933,56.47,female,yes,33,55,0
15934,50.98,female,yes,42,54,1
15935,13.47,female,yes,9,37,0
15936,49.21,male,no,30,52,0
15937,38.78,male,no,33,23,1
15938,62.95,female,no,19,60,1
15939,29.8,female,no,11,70,0
15940,50.45,male,no,25,87,0
15941,59.12,male,no,30,57,0
15942,37.18,female,no,12,44,0
15943,29.73,female,no,21,71,0
15944,-5.49,male,yes,27,48,0
15945,5.85,male,no,12,45,0
15946,81.4,male,no,23,59,0
15947,74.35,female,no,29,39,1
15948,41.25,male,no,11,60,0
15949,36.45,male,yes,46,80,0
15950,54.18,female,no,43,38,1
15951,21.47,female,no,27,56,1
15952,71.84,female,yes,28,65,0
15953,41.71,female,yes,15,51,0
15954,47.84,female,no,36,52,0
15955,54.37,male,yes,29,56,0
15956,42.91,male,no,37,95,0
15957,40.36,male,yes,14,66,0
15958,69.77,male,no,39,43,1
15959,22.41,male,yes,8,59,0
15960,30.62,male,no,17,62,0
15961,41.74,male,no,31,45,0
15962,30.2,female,yes,23,63,0
15963,59.39,female,yes,30,61,0
15964,19.31,female,no,11,41,0
15965,43.63,male,no,-4,70,0
15966,38.61,male,no,24,63,0
15967,58.71,male,no,45,62,0
15968,38.08,female,no,24,59,0
15969,65.87,female,no,21,68,0
15970,50.78,female,yes,21,49,0
15971,40.35,male,no,29,64,0
15972,28.59,female,no,26,28,0
15973,43.66,male,no,13,92,0
15974,39.43,male,no,27,85,0
15975,62.44,female,no,19,74,0
15976,42.74,male,yes,26,65,0
15977,27.49,female,no,48,48,0
15978,19.54,female,yes,39,47,0
15979,54.63,male,yes,40,38,1
15980,40.3,male,yes,16,78,0
15981,85.15,female,yes,19,57,0
15982,73.58,female,no,17,59,1
15983,75.63,male,yes,52,36,1
15984,59.95,female,yes,33,63,0
15985,91.9,female,no,10,43,1
15986,5.51,female,yes,34,71,0
15987,28.12,female,yes,25,50,0
15988,48.51,female,yes,15,54,0
15989,39.39,male,yes,22,65,0
15990,60.87,female,yes,30,68,0
15991,34.32,male,yes,20,49,0
15992,46.69,female,no,29,44,1
15993,42.58,male,no,33,67,0
15994,16.28,female,no,23,80,0
15995,10.47,female,no,23,58,0
15996,37.32,male,yes,51,44,0
15997,66.25,female,yes,14,71,0
15998,50.28,male,yes,30,64,0
15999,61.91,female,no,8,37,0
16000,59.21,female,no,20,85,0
16001,56.89,female,yes,37,56,0
16002,63.82,male,no,42,57,0
16003,20.86,male,yes,14,69,0
16004,52.09,male,no,13,72,0
16005,50.06,female,yes,40,59,0
16006,38.07,female,yes,30,63,0
16007,25.79,male,no,28,47,0
16008,-7.85,female,yes,18,86,0
16009,39.79,male,yes,19,60,0
16010,55.39,female,yes,10,61,0
16011,22.46,male,no,24,44,1
16012,67.88,female,yes,27,53,0
16013,50.16,male,yes,14,53,0
16014,39.7,male,no,24,24,1
16015,34.24,male,yes,3,70,0
16016,34.9,male,yes,32,58,0
16017,71.65,male,yes,11,73,0
16018,73.2,female,no,40,56,0
16019,66.09,male,yes,18,47,0
16020,48.46,male,no,15,63,0
16021,39.45,female,yes,29,71,0
16022,49.57,male,yes,35,45,0
16023,42.72,male,no,20,70,0
16024,15.07,male,no,13,76,0
16025,14.3,female,yes,29,53,0
16026,64.23,female,yes,29,58,0
16027,50.46,male,no,26,33,1
16028,78.29,female,yes,7,24,1
16029,21.03,female,no,23,67,0
16030,54.09,female,yes,15,41,0
16031,57.62,male,yes,37,57,0
16032,43.85,male,yes,17,41,0
16033,52.77,female,no,27,37,0
16034,47.21,male,yes,27,25,0
16035,48.5,male,yes,17,77,0
16036,31.16,male,yes,21,41,0
16037,28.38,male,no,28,59,0
16038,20.68,female,yes,14,31,0
16039,49.06,male,yes,4,49,0
16040,27.9,female,no,13,46,0
16041,46.19,female,no,34,50,0
16042,47.04,male,no,36,15,0
16043,38.07,male,no,8,57,0
16044,18.5,female,no,33,39,0
16045,33.02,female,no,29,61,0
16046,1.69,female,no,24,42,0
16047,42.3,female,no,17,76,0
16048,34.97,male,yes,50,83,0
16049,90.38,female,no,29,77,0
16050,32,male,yes,24,65,0
16051,68.98,female,no,42,48,0
16052,67.45,female,yes,22,65,0
16053,52.58,male,yes,47,60,1
16054,43.37,male,yes,25,47,1
16055,6.22,male,no,18,63,0
16056,54.67,female,yes,27,44,0
16057,57.54,female,no,14,69,0
16058,35.28,male,yes,32,77,0
16059,71.45,male,no,49,32,1
16060,22.6,male,yes,21,90,0
16061,41.76,male,no,5,52,0
16062,66.3,female,yes,37,43,1
16063,82.08,male,no,40,65,0
16064,32.9,female,yes,28,47,0
16065,25.35,female,yes,14,41,0
16066,48.4,male,no,32,54,0
16067,78.89,female,no,31,58,0
16068,40.96,male,no,38,46,1
16069,53.93,male,yes,42,43,1
16070,64.78,female,yes,36,90,0
16071,57.67,female,yes,23,74,0
16072,52.23,male,no,48,40,1
16073,62.77,male,no,24,68,0
16074,47.68,female,no,9,52,0
16075,46.36,male,no,43,28,1
16076,-0.49,male,no,23,65,0
16077,42.66,male,no,12,43,0
16078,58.12,male,no,29,45,0
16079,20.09,male,no,32,69,0
16080,51.63,female,yes,25,66,0
16081,47.19,female,yes,30,39,1
16082,52.27,male,yes,21,60,0
16083,51.84,female,no,49,35,1
16084,83.52,male,yes,35,76,0
16085,29.1,female,yes,16,41,0
16086,46.78,male,no,4,65,0
16087,36.46,female,yes,25,43,0
16088,7.79,female,no,21,57,0
16089,102.33,male,yes,21,81,0
16090,68.4,female,no,28,68,0
16091,29.9,male,yes,14,29,0
16092,67.53,female,yes,37,53,1
16093,70.17,female,no,12,77,0
16094,31.62,male,yes,30,66,0
16095,30.93,male,no,27,66,0
16096,44.49,male,no,32,23,1
16097,58.42,female,yes,42,26,1
16098,62.3,male,yes,36,32,1
16099,66.61,male,yes,25,29,0
16100,43.22,female,no,30,39,0
16101,49.53,female,no,18,56,0
16102,2.7,male,yes,47,77,0
16103,31.58,male,no,16,65,0
16104,65.07,male,yes,36,58,0
16105,62.63,female,no,19,33,0
16106,34.19,female,no,4,51,0
16107,34.85,female,yes,28,69,0
16108,68.19,male,yes,34,33,0
16109,49.93,male,no,40,72,1
16110,99.6,male,no,24,61,0
16111,32.93,female,yes,23,75,0
16112,32.06,female,yes,13,63,0
16113,16.35,female,yes,26,11,0
16114,13.72,female,no,23,70,0
16115,51.55,male,no,8,38,1
16116,46.31,female,no,25,54,0
16117,51.7,male,yes,29,47,0
16118,71.41,female,no,12,39,0
16119,31.95,female,no,46,42,0
16120,64.37,female,no,39,48,1
16121,39.89,male,yes,15,81,0
16122,60.56,male,no,28,61,0
16123,36.35,male,yes,21,55,0
16124,64.72,male,yes,9,52,0
16125,16.01,male,no,38,85,0
16126,36.19,female,yes,10,65,0
16127,66.54,male,yes,18,55,0
16128,40.21,female,no,18,19,0
16129,60.68,male,no,27,54,0
16130,37.37,female,no,25,69,0
16131,42.67,female,yes,39,67,0
16132,8.71,female,yes,15,56,0
16133,66.73,female,yes,30,43,1
16134,58.77,female,no,33,36,1
16135,83.99,female,yes,24,55,0
16136,51.14,female,yes,36,55,1
16137,68.16,male,yes,32,45,0
16138,26.63,female,no,5,56,0
16139,63.41,female,no,13,72,0
16140,76.57,female,yes,15,58,0
16141,26.81,female,yes,11,18,1
16142,69.7,male,no,28,61,0
16143,51.35,female,no,25,56,0
16144,51.4,male,no,18,56,0
16145,46.03,male,yes,19,88,0
16146,8.07,female,no,26,53,0
16147,56.1,male,no,20,35,0
16148,36.66,male,yes,22,55,0
16149,55.18,male,no,31,88,0
16150,8.55,male,no,22,47,0
16151,81.26,female,no,35,82,0
16152,-8.37,female,no,14,59,0
16153,46.36,male,yes,43,62,1
16154,33.73,female,no,30,43,0
16155,32.23,female,yes,34,41,0
16156,49.68,male,yes,18,31,0
16157,45.96,male,no,44,31,1
16158,54.48,male,no,23,85,0
16159,49.73,female,no,12,60,0
16160,51.62,female,no,27,27,1
16161,60.58,male,no,36,77,0
16162,59.49,female,yes,28,84,0
16163,37.3,female,no,22,26,0
16164,34.88,male,yes,32,63,0
16165,19.94,female,no,35,56,1
16166,33.55,male,yes,12,80,0
16167,2.67,female,no,24,39,0
16168,28.35,male,yes,18,38,0
16169,59.89,female,yes,28,57,0
16170,55.01,female,yes,32,76,0
16171,72.91,male,no,25,41,0
16172,60.63,female,yes,16,36,1
16173,15.75,male,no,20,73,0
16174,39.4,female,yes,31,71,0
16175,28.59,male,yes,22,47,0
16176,52.47,female,yes,38,74,0
16177,35.21,female,yes,23,55,0
16178,67.12,female,no,20,78,0
16179,48.5,male,no,22,59,0
16180,72.4,female,no,16,56,0
16181,37.38,female,no,45,59,0
16182,80.03,male,yes,18,38,1
16183,34.04,female,no,18,62,0
16184,44.34,male,yes,24,43,0
16185,45.79,female,yes,31,60,0
16186,57.64,male,no,28,36,1
16187,38.76,female,yes,41,77,0
16188,16.71,female,yes,20,69,0
16189,49.1,female,no,9,35,0
16190,28.18,female,no,23,62,0
16191,54.57,female,no,30,65,0
16192,64.52,female,yes,23,62,0
16193,47.17,female,yes,24,74,0
16194,46.48,male,yes,14,40,0
16195,28.15,male,no,34,59,0
16196,47.09,female,no,23,40,1
16197,41.26,male,no,32,73,0
16198,5.29,female,yes,26,65,0
16199,67.55,male,yes,37,36,1
16200,88.87,female,no,17,65,0
16201,35.08,female,yes,21,63,0
16202,33.05,male,no,35,45,0
16203,89.69,male,no,35,38,0
16204,31.1,male,no,29,93,0
16205,0.79,female,no,15,35,1
16206,115.53,female,no,31,26,1
16207,39.39,female,yes,5,62,0
16208,44.86,female,no,25,60,0
16209,29.79,female,yes,28,68,0
16210,59.78,female,yes,20,67,0
16211,19.67,female,yes,42,56,0
16212,63.56,male,no,16,52,1
16213,72.79,female,no,7,68,0
16214,9.42,male,no,11,64,0
16215,22.71,male,no,13,71,0
16216,72.34,female,no,24,48,1
16217,51.83,female,no,40,57,0
16218,66.07,male,yes,16,52,0
16219,55.77,male,no,37,66,0
16220,55.14,male,yes,20,79,0
16221,18.56,female,no,48,60,0
16222,55.59,female,no,8,50,1
16223,51.56,male,yes,29,49,1
16224,45.19,male,no,39,43,0
16225,49.34,male,no,38,74,0
16226,7.05,female,yes,38,67,0
16227,33.39,female,yes,25,41,0
16228,71.33,female,yes,37,43,1
16229,15.59,female,yes,24,73,0
16230,61.44,male,no,26,53,0
16231,53.63,female,no,35,77,0
16232,15.45,male,yes,34,88,0
16233,50.07,male,no,45,36,0
16234,42.79,female,no,44,26,1
16235,35.57,male,no,30,52,0
16236,74.15,female,yes,46,69,0
16237,41.43,female,yes,22,49,1
16238,77.44,male,yes,17,48,0
16239,43.36,male,no,22,98,0
16240,39.54,female,no,8,72,0
16241,51.95,female,yes,29,45,0
16242,13.51,male,no,29,65,0
16243,24,female,no,11,69,0
16244,34.86,male,yes,15,72,0
16245,50.4,female,no,29,57,0
16246,53.09,male,no,25,29,0
16247,72.99,female,no,3,9,1
16248,58.32,female,no,32,35,0
16249,36.75,female,yes,30,62,0
16250,35.81,female,no,33,50,0
16251,41.37,male,yes,8,60,0
16252,30.71,male,yes,20,43,0
16253,13.33,male,yes,36,51,0
16254,55.02,female,yes,16,50,0
16255,51.14,male,yes,24,22,1
16256,60.81,female,yes,46,47,0
16257,56.99,female,no,38,36,0
16258,40.32,female,no,41,51,0
16259,39.64,female,no,24,65,0
16260,43.7,male,yes,13,70,0
16261,53.7,female,no,20,73,0
16262,31.34,female,yes,31,47,1
16263,59.31,female,yes,38,39,0
16264,26.61,female,yes,53,72,0
16265,59.62,male,no,29,44,0
16266,22.3,female,yes,42,49,0
16267,69.02,female,yes,30,76,0
16268,67.58,male,yes,36,39,1
16269,48.4,female,no,19,56,0
16270,45.1,female,no,20,71,0
16271,27.34,female,no,26,76,0
16272,28.2,male,no,24,32,0
16273,7.7,female,yes,28,93,0
16274,11.22,female,no,21,45,0
16275,87.7,male,no,32,44,1
16276,55.92,female,yes,-1,37,0
16277,45.97,female,yes,28,65,0
16278,13.53,female,yes,19,58,1
16279,51.15,male,yes,27,52,0
16280,61.44,female,yes,15,82,0
16281,37.14,female,no,19,73,0
16282,74.98,female,no,33,71,0
16283,47.22,female,no,29,42,0
16284,40.89,female,no,35,61,0
16285,78.05,male,yes,35,29,0
16286,74.39,female,no,18,48,0
16287,40.88,male,yes,25,66,0
16288,103.74,male,no,28,58,0
16289,22.78,male,no,13,41,0
16290,64.71,female,yes,43,55,0
16291,65.56,female,yes,33,27,1
16292,30.07,female,no,18,82,0
16293,70.03,female,yes,45,75,0
16294,86.75,male,yes,20,57,0
16295,14.05,female,no,35,54,0
16296,21.58,female,no,41,49,0
16297,61.8,male,no,30,35,0
16298,34.42,male,no,33,74,0
16299,29.8,female,yes,42,29,0
16300,50.99,male,no,40,60,0
16301,102.55,male,yes,8,56,0
16302,36.39,male,yes,24,64,0
16303,8.15,male,no,11,50,0
16304,18.09,female,yes,19,54,0
16305,52.25,female,yes,23,36,1
16306,41.76,male,no,26,45,0
16307,36.66,female,no,36,53,0
16308,18.82,male,no,40,60,0
16309,40.88,female,no,14,44,1
16310,49.31,female,no,31,82,0
16311,46.82,female,yes,47,43,0
16312,41.1,male,no,8,83,0
16313,66.54,female,yes,12,45,0
16314,47.35,male,no,27,61,0
16315,10.11,female,yes,25,62,0
16316,69.06,male,no,21,69,0
16317,8.05,female,no,21,46,0
16318,65.26,male,no,27,58,0
16319,98.57,female,no,10,42,1
16320,17.74,male,no,26,64,0
16321,89.8,male,no,16,47,1
16322,21.46,female,no,32,79,0
16323,64.88,female,no,31,48,0
16324,14.98,male,no,45,58,0
16325,52.46,male,yes,31,49,0
16326,66.5,male,no,15,42,0
16327,64.46,female,no,35,45,0
16328,54.83,male,no,27,40,0
16329,30.58,female,yes,43,41,0
16330,48.2,male,no,3,43,0
16331,61.89,male,yes,38,27,1
16332,24.79,male,yes,34,78,0
16333,67.95,male,yes,39,58,0
16334,43.55,female,yes,21,67,0
16335,44.62,female,no,29,46,0
16336,66.03,female,yes,43,42,1
16337,53.68,female,yes,24,31,1
16338,24.62,male,no,16,40,0
16339,14.34,female,no,11,61,0
16340,20.36,male,no,30,51,0
16341,38.98,male,no,20,57,0
16342,32.96,female,yes,27,37,1
16343,52.52,male,no,16,68,0
16344,32.55,female,yes,34,45,0
16345,47.17,male,yes,12,57,0
16346,33.79,female,no,15,62,0
16347,36.52,male,yes,47,20,1
16348,45.16,female,no,18,51,0
16349,31.16,female,yes,18,83,0
16350,51.3,male,yes,22,44,0
16351,30.64,male,yes,26,71,0
16352,44.12,male,yes,31,29,0
16353,40.73,female,yes,24,83,0
16354,38.09,male,no,12,57,0
16355,41.85,female,yes,46,56,0
16356,47.19,female,yes,35,78,0
16357,21.14,female,yes,39,33,1
16358,67.42,female,yes,25,33,1
16359,17.94,female,yes,25,66,0
16360,59.36,female,yes,17,53,0
16361,13.83,female,yes,33,63,0
16362,63.99,male,yes,8,78,0
16363,51.84,male,no,24,52,0
16364,33.96,female,yes,16,65,0
16365,70.48,male,yes,6,52,0
16366,44.42,female,yes,18,71,0
16367,42.35,female,no,13,50,0
16368,59.94,female,yes,27,53,0
16369,42.73,female,no,53,39,1
16370,57.6,female,no,28,58,0
16371,54.34,female,no,12,38,0
16372,33.1,female,no,7,38,0
16373,51.68,female,yes,36,41,1
16374,54.5,male,no,27,69,0
16375,73.08,male,no,27,42,0
16376,42.99,male,yes,17,68,0
16377,18.18,male,yes,27,68,0
16378,61.16,female,no,32,43,1
16379,13.69,male,yes,37,46,0
16380,67.81,female,yes,23,84,0
16381,53.27,male,yes,44,32,1
16382,33.42,female,no,27,51,0
16383,43.94,male,yes,31,36,1
16384,40.04,female,yes,27,36,1
16385,17.31,male,yes,21,52,0
16386,77.51,female,yes,17,38,0
16387,60.19,male,no,23,54,0
16388,44.69,male,no,30,55,0
16389,61.72,male,no,22,38,0
16390,51.84,male,no,23,77,0
16391,46.07,male,no,39,60,0
16392,39.14,female,yes,30,79,0
16393,63.05,female,yes,34,59,1
16394,68.49,female,yes,46,39,1
16395,71.25,female,yes,27,46,1
16396,40.49,female,yes,20,55,0
16397,14.45,male,yes,28,87,0
16398,33.01,female,yes,20,55,0
16399,52.68,female,yes,33,64,0
16400,54.81,female,yes,3,56,0
16401,39.54,female,no,34,46,0
16402,57.85,male,no,10,54,0
16403,56.8,female,no,33,51,0
16404,37.11,male,no,15,68,0
16405,36.27,female,yes,31,65,0
16406,55.08,female,no,40,76,0
16407,63.45,male,no,15,31,0
16408,33.11,female,yes,30,80,0
16409,11.2,female,yes,14,59,0
16410,28.44,female,yes,13,50,1
16411,47.1,female,yes,11,80,0
16412,45.4,male,yes,15,67,0
16413,43.4,male,yes,24,5,1
16414,32.21,male,yes,13,79,0
16415,70.45,male,yes,22,62,0
16416,60.87,male,no,2,59,0
16417,41.67,female,no,25,65,0
16418,68.79,male,no,22,22,1
16419,32.33,male,no,36,41,0
16420,21.27,male,no,49,78,0
16421,32.13,male,yes,34,43,0
16422,8.38,female,no,10,59,0
16423,57.24,male,yes,34,46,0
16424,39.95,male,yes,29,45,0
16425,61.81,male,yes,24,41,1
16426,23.97,male,no,34,14,1
16427,45.26,male,yes,13,83,0
16428,21.27,male,no,30,59,0
16429,27.6,male,yes,12,48,0
16430,68.64,male,no,21,56,0
16431,42.59,male,yes,38,29,1
16432,66.72,female,yes,40,99,0
16433,48.82,male,yes,17,62,0
16434,35.87,female,yes,30,15,1
16435,69.33,male,yes,21,45,0
16436,13.6,male,no,35,56,0
16437,50.56,male,yes,27,75,0
16438,46.13,male,no,35,83,0
16439,61.03,male,no,24,59,0
16440,12.22,female,no,27,41,0
16441,18.82,female,yes,-3,50,0
16442,45.93,male,yes,25,69,0
16443,39.38,female,no,23,67,0
16444,54.72,male,yes,34,54,1
16445,41.46,female,yes,7,76,0
16446,34.88,female,no,27,25,0
16447,54.57,male,no,17,82,0
16448,42.87,female,yes,28,84,0
16449,48.69,male,no,18,31,0
16450,41.54,female,no,15,93,0
16451,76.73,male,no,6,57,0
16452,35.6,male,yes,24,39,0
16453,63.67,female,yes,37,106,0
16454,27.42,male,yes,26,54,0
16455,33.52,female,yes,32,57,0
16456,72.38,female,yes,29,84,0
16457,49,male,no,16,53,0
16458,59.98,female,yes,20,34,1
16459,50.59,male,no,19,36,1
16460,46.72,female,yes,14,42,1
16461,-2.74,female,no,29,61,0
16462,71.78,female,no,30,97,0
16463,40.2,female,yes,27,65,0
16464,68.5,male,yes,26,61,0
16465,-1.15,female,yes,14,49,1
16466,15.04,male,no,18,40,0
16467,35.27,male,yes,20,45,0
16468,23,male,yes,22,37,0
16469,55.9,male,no,45,27,1
16470,76.01,female,no,23,83,0
16471,13.76,female,yes,26,36,1
16472,66.21,female,no,24,67,0
16473,62.06,male,no,33,63,0
16474,33.91,male,yes,7,38,1
16475,19.04,male,no,33,76,0
16476,47.05,female,yes,10,42,0
16477,49.44,male,yes,43,48,0
16478,41.06,female,yes,36,69,0
16479,25.73,male,no,38,58,0
16480,88.8,male,no,10,67,0
16481,46.95,male,yes,30,64,0
16482,37.52,female,no,17,81,0
16483,50.75,male,yes,37,52,1
16484,27.42,female,no,17,44,0
16485,43.48,female,yes,21,57,0
